selling_price,km_driven,fuel,seller_type,transmission,owner,age
14.491002803285499,0.1284363689741696,1,1,1,1,0.21428571428571427
14.169683073439028,0.27063885614154193,1,1,1,1,0.25
13.790193775620484,0.020637709347290582,1,1,1,1,0.07142857142857142
13.989464705423494,0.8068798480726976,1,1,1,1,0.32142857142857145
13.742940940397677,0.06650947940128166,0,1,0,1,0.07142857142857142
13.171155446333852,0.0688030679039812,0,0,0,1,0.07142857142857142
14.366518547731806,0.22935426309294996,1,1,1,1,0.25
14.13396501635527,0.15504199560548443,1,1,1,2,0.2857142857142857
13.017005083966255,0.5981632943270382,1,1,1,2,0.32142857142857145
13.710151153416941,0.22935426309294996,0,0,1,1,0.14285714285714285
14.077875591662238,0.3669695732549232,1,0,0,1,0.17857142857142858
14.151983508870947,0.04586718287698567,0,0,0,1,0.03571428571428571
13.652992804936396,0.5458694764654883,0,1,1,1,0.35714285714285715
12.345834587905333,0.27522603314694105,0,0,0,4,0.21428571428571427
14.253766134056512,0.34770342983224695,1,1,1,2,0.25
14.038654909278163,0.357795219244125,1,1,1,3,0.39285714285714285
13.345508528717259,0.1834824930389589,1,0,0,1,0.2857142857142857
13.864301674514206,0.22935426309294996,1,0,0,1,0.21428571428571427
13.235693848424024,0.33944651122252856,1,0,0,2,0.21428571428571427
12.577639650232573,0.2935747411685375,0,0,0,2,0.21428571428571427
12.524530013005734,0.27522603314694105,0,0,0,2,0.2857142857142857
12.926350926565435,0.5504566534708875,1,0,0,2,0.39285714285714285
11.918397239722838,0.36238239624952406,0,0,0,3,0.39285714285714285
13.122365377402328,0.0688030679039812,0,0,0,1,0.03571428571428571
11.51293546492023,0.3669695732549232,0,0,0,1,0.5
13.493928313146206,0.08485818742287808,1,1,0,1,0.10714285714285714
12.901719200051183,0.046784618278065494,0,1,0,1,0.07142857142857142
13.527829818844937,0.13302354597956872,1,1,0,1,0.07142857142857142
